year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2020,GEORGIA,GA,IRWIN,13155,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,4168,20220315,PROV
2020,GEORGIA,GA,IRWIN,13155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,369,4168,20220315,ABSENTEE
2020,GEORGIA,GA,IRWIN,13155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2106,4168,20220315,ADVANCED VOTING
2020,GEORGIA,GA,IRWIN,13155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,655,4168,20220315,ELECTION DAY
2020,GEORGIA,GA,IRWIN,13155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,4168,20220315,PROV
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2797,37670,20220315,ABSENTEE
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3791,37670,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1053,37670,20220315,ELECTION DAY
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,37670,20220315,PROV
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,116,37670,20220315,ABSENTEE
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,258,37670,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,157,37670,20220315,ELECTION DAY
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,37670,20220315,PROV
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4395,37670,20220315,ABSENTEE
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20135,37670,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4961,37670,20220315,ELECTION DAY
2020,GEORGIA,GA,JACKSON,13157,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,37670,20220315,PROV
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,680,7644,20220315,ABSENTEE
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,785,7644,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,294,7644,20220315,ELECTION DAY
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,7644,20220315,PROV
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,18,7644,20220315,ABSENTEE
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,21,7644,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,22,7644,20220315,ELECTION DAY
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,7644,20220315,PROV
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,808,7644,20220315,ABSENTEE
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3455,7644,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1547,7644,20220315,ELECTION DAY
2020,GEORGIA,GA,JASPER,13159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12,7644,20220315,PROV
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,273,5771,20220315,ABSENTEE
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,507,5771,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,248,5771,20220315,ELECTION DAY
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,5771,20220315,PROV
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,5771,20220315,ABSENTEE
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,17,5771,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,18,5771,20220315,ELECTION DAY
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,5771,20220315,PROV
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,528,5771,20220315,ABSENTEE
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2749,5771,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1418,5771,20220315,ELECTION DAY
2020,GEORGIA,GA,JEFF DAVIS,13161,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,5771,20220315,PROV
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1274,7642,20220315,ABSENTEE
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1723,7642,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1056,7642,20220315,ELECTION DAY
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8,7642,20220315,PROV
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6,7642,20220315,ABSENTEE
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,20,7642,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,18,7642,20220315,ELECTION DAY
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,7642,20220315,PROV
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,446,7642,20220315,ABSENTEE
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1992,7642,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1096,7642,20220315,ELECTION DAY
2020,GEORGIA,GA,JEFFERSON,13163,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,7642,20220315,PROV
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,416,3455,20220315,ABSENTEE
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,557,3455,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,292,3455,20220315,ELECTION DAY
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,3455,20220315,PROV
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,5,3455,20220315,ABSENTEE
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,8,3455,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,15,3455,20220315,ELECTION DAY
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,3455,20220315,PROV
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,335,3455,20220315,ABSENTEE
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1244,3455,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,579,3455,20220315,ELECTION DAY
2020,GEORGIA,GA,JENKINS,13165,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,3455,20220315,PROV
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,420,4100,20220315,ABSENTEE
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,593,4100,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,209,4100,20220315,ELECTION DAY
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,4100,20220315,PROV
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6,4100,20220315,ABSENTEE
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,4100,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,9,4100,20220315,ELECTION DAY
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,4100,20220315,PROV
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,331,4100,20220315,ABSENTEE
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1748,4100,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,771,4100,20220315,ELECTION DAY
2020,GEORGIA,GA,JOHNSON,13167,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,4100,20220315,PROV
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1689,14966,20220315,ABSENTEE
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2356,14966,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,841,14966,20220315,ELECTION DAY
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,14966,20220315,PROV
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,18,14966,20220315,ABSENTEE
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,47,14966,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,47,14966,20220315,ELECTION DAY
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,14966,20220315,PROV
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1272,14966,20220315,ABSENTEE
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5666,14966,20220315,ADVANCED VOTING
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3023,14966,20220315,ELECTION DAY
2020,GEORGIA,GA,JONES,13169,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,14966,20220315,PROV
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,936,9039,20220315,ABSENTEE
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1204,9039,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,472,9039,20220315,ELECTION DAY
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3,9039,20220315,PROV
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,14,9039,20220315,ABSENTEE
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,40,9039,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,40,9039,20220315,ELECTION DAY
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,9039,20220315,PROV
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,807,9039,20220315,ABSENTEE
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3772,9039,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1743,9039,20220315,ELECTION DAY
2020,GEORGIA,GA,LAMAR,13171,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8,9039,20220315,PROV
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,298,3576,20220315,ABSENTEE
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,517,3576,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,204,3576,20220315,ELECTION DAY
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,3576,20220315,PROV
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,10,3576,20220315,ABSENTEE
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,25,3576,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,3576,20220315,ELECTION DAY
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,3576,20220315,PROV
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,250,3576,20220315,ABSENTEE
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1778,3576,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,481,3576,20220315,ELECTION DAY
2020,GEORGIA,GA,LANIER,13173,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,3576,20220315,PROV
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2735,22729,20220315,ABSENTEE
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3451,22729,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1884,22729,20220315,ELECTION DAY
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3,22729,20220315,PROV
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,38,22729,20220315,ABSENTEE
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,63,22729,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,62,22729,20220315,ELECTION DAY
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,22729,20220315,PROV
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2351,22729,20220315,ABSENTEE
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6479,22729,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5660,22729,20220315,ELECTION DAY
2020,GEORGIA,GA,LAURENS,13175,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,22729,20220315,PROV
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1243,16714,20220315,ABSENTEE
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2418,16714,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,895,16714,20220315,ELECTION DAY
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,16714,20220315,PROV
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,19,16714,20220315,ABSENTEE
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,68,16714,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,62,16714,20220315,ELECTION DAY
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,16714,20220315,PROV
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1221,16714,20220315,ABSENTEE
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7728,16714,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3054,16714,20220315,ELECTION DAY
2020,GEORGIA,GA,LEE,13177,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4,16714,20220315,PROV
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4301,21389,20220315,ABSENTEE
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7129,21389,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1666,21389,20220315,ELECTION DAY
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3,21389,20220315,PROV
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,93,21389,20220315,ABSENTEE
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,136,21389,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,102,21389,20220315,ELECTION DAY
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,21389,20220315,PROV
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1311,21389,20220315,ABSENTEE
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4941,21389,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1704,21389,20220315,ELECTION DAY
2020,GEORGIA,GA,LIBERTY,13179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,21389,20220315,PROV
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,628,4650,20220315,ABSENTEE
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,540,4650,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,265,4650,20220315,ELECTION DAY
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,4650,20220315,PROV
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,10,4650,20220315,ABSENTEE
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,4650,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,4650,20220315,ELECTION DAY
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,4650,20220315,PROV
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,442,4650,20220315,ABSENTEE
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1832,4650,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,904,4650,20220315,ELECTION DAY
2020,GEORGIA,GA,LINCOLN,13181,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,4650,20220315,PROV
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,500,5656,20220315,ABSENTEE
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1148,5656,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,379,5656,20220315,ELECTION DAY
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6,5656,20220315,PROV
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,14,5656,20220315,ABSENTEE
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,48,5656,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,33,5656,20220315,ELECTION DAY
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,5656,20220315,PROV
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,290,5656,20220315,ABSENTEE
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2102,5656,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1126,5656,20220315,ELECTION DAY
2020,GEORGIA,GA,LONG,13183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10,5656,20220315,PROV
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5929,46355,20220315,ABSENTEE
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11017,46355,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2892,46355,20220315,ELECTION DAY
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,279,46355,20220315,PROV
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,122,46355,20220315,ABSENTEE
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,249,46355,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,168,46355,20220315,ELECTION DAY
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,8,46355,20220315,PROV
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3379,46355,20220315,ABSENTEE
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16795,46355,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5351,46355,20220315,ELECTION DAY
2020,GEORGIA,GA,LOWNDES,13185,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,166,46355,20220315,PROV
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1245,15531,20220315,ABSENTEE
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1549,15531,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,332,15531,20220315,ELECTION DAY
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,15531,20220315,PROV
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,48,15531,20220315,ABSENTEE
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,131,15531,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,63,15531,20220315,ELECTION DAY
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,15531,20220315,PROV
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2022,15531,20220315,ABSENTEE
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8138,15531,20220315,ADVANCED VOTING
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2002,15531,20220315,ELECTION DAY
2020,GEORGIA,GA,LUMPKIN,13187,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1,15531,20220315,PROV
2020,GEORGIA,GA,MCDUFFIE,13189,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1522,10455,20220315,ABSENTEE
2020,GEORGIA,GA,MCDUFFIE,13189,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2046,10455,20220315,ADVANCED VOTING
